# Coding: utf-8,
# File format version: 2,
# Title: CAMS McClear v3.5 model of clear-sky irradiation.,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.,
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step
#           for a selected location (worldwide coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: MINES ParisTech (France),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear,
# Date begin (ISO 8601): 2019-01-01T00:00:00.0,
# Date end (ISO 8601): 2022-01-01T00:00:00.0,
# Latitude (positive North, ISO 19115): 39.9062
# Longitude (positive East, ISO 19115): 116.3913
# Altitude (m): 47.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s,
# noValue: nan,
# File generated on: 2022-11-10,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI,
2021-09-23T00:00:00.0/2021-09-24T00:00:00.0;7894.5967;4847.4609;2394.4614;2452.9995;3888.8628,
2021-09-24T00:00:00.0/2021-09-25T00:00:00.0;7828.2529;4743.1221;2073.0393;2670.0828;3372.8821,
2021-09-25T00:00:00.0/2021-09-26T00:00:00.0;7761.6450;5028.5610;2972.2849;2056.2759;4958.6152,
2021-09-26T00:00:00.0/2021-09-27T00:00:00.0;7694.8574;4931.0034;2779.0806;2151.9226;4799.8442,
2021-09-27T00:00:00.0/2021-09-28T00:00:00.0;7627.9727;4908.6108;2811.3599;2097.2510;4750.7461,
2021-09-28T00:00:00.0/2021-09-29T00:00:00.0;7560.9097;4792.8198;2560.7075;2232.1123;4331.8345,
2021-09-29T00:00:00.0/2021-09-30T00:00:00.0;7493.7666;4882.3350;2897.5327;1984.8022;4913.6201,
2021-09-30T00:00:00.0/2021-10-01T00:00:00.0;7426.5059;4292.2837;1418.3535;2873.9299;2693.4617,
2021-10-01T00:00:00.0/2021-10-02T00:00:00.0;7359.1631;5042.5640;3445.3853;1597.1788;5895.7300,
2021-10-02T00:00:00.0/2021-10-03T00:00:00.0;7291.8110;4020.3069;1448.4395;2571.8672;2420.4172,
2021-10-03T00:00:00.0/2021-10-04T00:00:00.0;7224.3960;3990.3406;1301.0720;2689.2686;2454.4226,
2021-10-04T00:00:00.0/2021-10-05T00:00:00.0;7156.9624;4815.2578;3218.9062;1596.3516;5951.9341,
2021-10-05T00:00:00.0/2021-10-06T00:00:00.0;7089.5991;4743.4102;3218.5688;1524.8413;5988.6421,
2021-10-06T00:00:00.0/2021-10-07T00:00:00.0;7022.2266;4837.8589;3656.6760;1181.1829;6955.5649,
2021-10-07T00:00:00.0/2021-10-08T00:00:00.0;6954.9492;4824.4902;3534.4270;1290.0631;6571.1421,
2021-10-08T00:00:00.0/2021-10-09T00:00:00.0;6887.7295;4175.9668;2195.8877;1980.0790;3959.9978,
2021-10-09T00:00:00.0/2021-10-10T00:00:00.0;6820.6470;3958.9995;1726.4023;2232.5972;3437.5298,
2021-10-10T00:00:00.0/2021-10-11T00:00:00.0;6753.6738;5033.4858;4151.1035;882.3824;8256.2598,
2021-10-11T00:00:00.0/2021-10-12T00:00:00.0;6686.8418;4954.7241;3930.3701;1024.3541;7741.2549,
2021-10-12T00:00:00.0/2021-10-13T00:00:00.0;6620.2437;4813.8584;3811.8105;1002.0476;7276.8975,
2021-10-13T00:00:00.0/2021-10-14T00:00:00.0;6553.7979;3891.2266;2048.5876;1842.6389;3876.6697,
2021-10-14T00:00:00.0/2021-10-15T00:00:00.0;6487.6284;4233.9043;2681.7751;1552.1292;5202.1753,
2021-10-15T00:00:00.0/2021-10-16T00:00:00.0;6421.6274;4646.3687;3545.5554;1100.8132;7535.1504,
2021-10-16T00:00:00.0/2021-10-17T00:00:00.0;6355.9868;4929.8486;4243.2656;686.5831;8768.2266,
2021-10-17T00:00:00.0/2021-10-18T00:00:00.0;6290.5947;4363.5776;3162.5405;1201.0371;6254.2422,
2021-10-18T00:00:00.0/2021-10-19T00:00:00.0;6225.5742;3914.4080;2155.7688;1758.6392;4604.9478,
2021-10-19T00:00:00.0/2021-10-20T00:00:00.0;6160.8823;4637.1235;3905.9231;731.2003;7981.0205,
2021-10-20T00:00:00.0/2021-10-21T00:00:00.0;6096.5361;3858.1157;2295.9519;1562.1638;4786.2583,
2021-10-21T00:00:00.0/2021-10-22T00:00:00.0;6032.6064;4491.4165;3764.9458;726.4707;8056.2549,
2021-10-22T00:00:00.0/2021-10-23T00:00:00.0;5969.0571;4326.4038;3445.2671;881.1365;7201.5371,
2021-10-23T00:00:00.0/2021-10-24T00:00:00.0;5905.9834;3816.4080;2474.8286;1341.5795;5072.8335,
2021-10-24T00:00:00.0/2021-10-25T00:00:00.0;5843.3594;3138.1575;1186.2853;1951.8722;2395.8162,
2021-10-25T00:00:00.0/2021-10-26T00:00:00.0;5781.1963;3081.6179;1163.3273;1918.2906;2356.2012,
2021-10-26T00:00:00.0/2021-10-27T00:00:00.0;5719.5356;4074.1406;3160.3657;913.7750;7104.4712,
2021-10-27T00:00:00.0/2021-10-28T00:00:00.0;5658.4453;4112.0928;3333.1914;778.9013;7235.7886,
2021-10-28T00:00:00.0/2021-10-29T00:00:00.0;5597.8843;3688.1038;2340.0913;1348.0125;4898.0308,
2021-10-29T00:00:00.0/2021-10-30T00:00:00.0;5537.9399;2941.2368;1092.1782;1849.0586;2223.8186,
2021-10-30T00:00:00.0/2021-10-31T00:00:00.0;5478.5967;2967.0781;1261.6244;1705.4539;2751.8984,
2021-10-31T00:00:00.0/2021-11-01T00:00:00.0;5419.8799;3384.0662;1838.8743;1545.1919;3993.7749,
2021-11-01T00:00:00.0/2021-11-02T00:00:00.0;5361.7900;2955.2007;1240.1337;1715.0671;2650.6409,
2021-11-02T00:00:00.0/2021-11-03T00:00:00.0;5304.4175;2354.6199;509.2222;1845.3977;1112.5920,
2021-11-03T00:00:00.0/2021-11-04T00:00:00.0;5247.7192;2784.5479;1215.5953;1568.9525;2572.7449,
2021-11-04T00:00:00.0/2021-11-05T00:00:00.0;5191.7891;2843.3845;1275.9832;1567.4012;2727.5801,
2021-11-05T00:00:00.0/2021-11-06T00:00:00.0;5136.6133;2232.6982;445.0591;1787.6392;952.9407,
2021-11-06T00:00:00.0/2021-11-07T00:00:00.0;5082.2061;2683.6428;926.6965;1756.9463;2225.9902,
2021-11-07T00:00:00.0/2021-11-08T00:00:00.0;5028.6128;3529.8447;2778.5244;751.3203;6730.2725,
2021-11-08T00:00:00.0/2021-11-09T00:00:00.0;4975.8477;3491.0852;2643.9507;847.1347;6353.7285,
2021-11-09T00:00:00.0/2021-11-10T00:00:00.0;4923.9028;3464.1038;2668.8027;795.3010;6545.8833,
2021-11-10T00:00:00.0/2021-11-11T00:00:00.0;4872.8755;3473.2998;2786.8552;686.4447;6931.7983,
2021-11-11T00:00:00.0/2021-11-12T00:00:00.0;4822.7456;3465.0664;2797.7395;667.3271;6951.5391,
2021-11-12T00:00:00.0/2021-11-13T00:00:00.0;4773.5337;3171.0454;2225.6318;945.4136;5422.1636,
2021-11-13T00:00:00.0/2021-11-14T00:00:00.0;4725.2622;3099.8892;2109.0994;990.7897;5049.6763,
2021-11-14T00:00:00.0/2021-11-15T00:00:00.0;4677.9512;2741.8611;1459.1561;1282.7048;3496.6086,
2021-11-15T00:00:00.0/2021-11-16T00:00:00.0;4631.5859;2633.6897;1226.1320;1407.5579;2926.3044,
2021-11-16T00:00:00.0/2021-11-17T00:00:00.0;4586.2642;2538.7661;1213.7642;1325.0020;2907.0928,
2021-11-17T00:00:00.0/2021-11-18T00:00:00.0;4542.0073;2331.8069;964.9574;1366.8495;2328.6384,
2021-11-18T00:00:00.0/2021-11-19T00:00:00.0;4498.7563;2247.6047;928.9301;1318.6748;2369.4988,
2021-11-19T00:00:00.0/2021-11-20T00:00:00.0;4456.5596;2723.6814;1613.1207;1110.5608;3963.8811,
2021-11-20T00:00:00.0/2021-11-21T00:00:00.0;4415.4741;2362.2937;979.4003;1382.8933;2395.2612,
2021-11-21T00:00:00.0/2021-11-22T00:00:00.0;4375.4595;2367.5149;1039.9613;1327.5536;2844.7595,
2021-11-22T00:00:00.0/2021-11-23T00:00:00.0;4336.5493;3209.2424;2580.2915;628.9509;6815.5166,
2021-11-23T00:00:00.0/2021-11-24T00:00:00.0;4298.7812;2484.8269;1431.4010;1053.4259;3678.1172,
2021-11-24T00:00:00.0/2021-11-25T00:00:00.0;4262.1611;2677.3093;1760.3851;916.9241;4534.6797,
2021-11-25T00:00:00.0/2021-11-26T00:00:00.0;4226.7422;2421.9524;1251.0533;1170.8989;3310.9470,
2021-11-26T00:00:00.0/2021-11-27T00:00:00.0;4192.4683;2923.0593;2244.1624;678.8969;5941.2607,
2021-11-27T00:00:00.0/2021-11-28T00:00:00.0;4159.4302;2137.9214;1035.2261;1102.6953;2653.8806,
2021-11-28T00:00:00.0/2021-11-29T00:00:00.0;4127.5605;1620.3942;308.0446;1312.3495;773.5473,
2021-11-29T00:00:00.0/2021-11-30T00:00:00.0;4096.9697;2034.4387;646.1248;1388.3138;1905.8815,
2021-11-30T00:00:00.0/2021-12-01T00:00:00.0;4067.6143;3035.1060;2542.6262;492.4798;7229.0728,
2021-12-01T00:00:00.0/2021-12-02T00:00:00.0;4039.5117;2820.3794;2246.0935;574.2859;6230.5020,
2021-12-02T00:00:00.0/2021-12-03T00:00:00.0;4012.6548;2636.1453;1851.3977;784.7476;5152.9473,
2021-12-03T00:00:00.0/2021-12-04T00:00:00.0;3987.1174;2642.6953;1923.1508;719.5445;5361.5557,
2021-12-04T00:00:00.0/2021-12-05T00:00:00.0;3962.8750;2422.2571;1515.1733;907.0837;4158.6455,
2021-12-05T00:00:00.0/2021-12-06T00:00:00.0;3939.9404;2213.1599;1271.3630;941.7968;3477.3755,
2021-12-06T00:00:00.0/2021-12-07T00:00:00.0;3918.3154;2733.2583;2118.0710;615.1873;6042.6992,
2021-12-07T00:00:00.0/2021-12-08T00:00:00.0;3898.0317;2473.6716;1663.0233;810.6484;4616.0537,
2021-12-08T00:00:00.0/2021-12-09T00:00:00.0;3879.0889;1874.6135;833.4318;1041.1818;2235.8235,
2021-12-09T00:00:00.0/2021-12-10T00:00:00.0;3861.5386;1706.8861;439.2173;1267.6687;1171.8413,
2021-12-10T00:00:00.0/2021-12-11T00:00:00.0;3845.3145;2296.1438;1348.6389;947.5048;3695.9243,
2021-12-11T00:00:00.0/2021-12-12T00:00:00.0;3830.4556;2179.4653;1276.3331;903.1323;3672.6880,
2021-12-12T00:00:00.0/2021-12-13T00:00:00.0;3816.9673;2819.9336;2270.8140;549.1198;6712.2769,
2021-12-13T00:00:00.0/2021-12-14T00:00:00.0;3804.8879;2452.0593;1694.0148;758.0446;4833.7158,
2021-12-14T00:00:00.0/2021-12-15T00:00:00.0;3794.1721;2052.9854;1114.2810;938.7044;3127.2666,
2021-12-15T00:00:00.0/2021-12-16T00:00:00.0;3784.8860;2142.4761;1186.2249;956.2513;3336.9414,
2021-12-16T00:00:00.0/2021-12-17T00:00:00.0;3776.9553;2683.6938;2072.0532;611.6406;6012.3037,
2021-12-17T00:00:00.0/2021-12-18T00:00:00.0;3770.4658;2825.2280;2273.6597;551.5684;6785.0303,
2021-12-18T00:00:00.0/2021-12-19T00:00:00.0;3765.3796;2522.1118;1745.9039;776.2079;5035.6338,
2021-12-19T00:00:00.0/2021-12-20T00:00:00.0;3761.7034;2238.7537;1317.0887;921.6649;3686.7629,
2021-12-20T00:00:00.0/2021-12-21T00:00:00.0;3759.4341;2232.5305;1314.4961;918.0344;3718.0229,
2021-12-21T00:00:00.0/2021-12-22T00:00:00.0;3758.5864;2230.2305;1282.7981;947.4325;3605.6523,
2021-12-22T00:00:00.0/2021-12-23T00:00:00.0;3759.1138;2180.0298;1222.5278;957.5021;3435.4807,
2021-12-23T00:00:00.0/2021-12-24T00:00:00.0;3761.1355;1965.0054;892.9570;1072.0483;2491.9536,
2021-12-24T00:00:00.0/2021-12-25T00:00:00.0;3764.5295;2812.8005;2266.0176;546.7829;6747.8174,
2021-12-25T00:00:00.0/2021-12-26T00:00:00.0;3769.3552;2875.5420;2332.7080;542.8339;7026.1821,
2021-12-26T00:00:00.0/2021-12-27T00:00:00.0;3775.6204;2661.9250;2019.8253;642.0997;6022.9502,
2021-12-27T00:00:00.0/2021-12-28T00:00:00.0;3783.2341;2612.0471;1918.2311;693.8161;5609.4360,
2021-12-28T00:00:00.0/2021-12-29T00:00:00.0;3792.3467;2460.8247;1747.7666;713.0580;5023.2949,
2021-12-29T00:00:00.0/2021-12-30T00:00:00.0;3802.8623;2663.2776;2001.9432;661.3343;5862.3726,
2021-12-30T00:00:00.0/2021-12-31T00:00:00.0;3814.7812;2620.6797;1865.8647;754.8151;5382.5938,
2021-12-31T00:00:00.0/2022-01-01T00:00:00.0;3828.0386;2199.7534;1310.7035;889.0500;3695.2336,
